NAMA,PAKET,HARGA,DESKRIPSI_FASILITAS,ALAMAT,KOTA,LATITUDE,LONGITUDE
Mazarzo Wedding,Paket Doppio 2,IDR 116.000.000,"Catering Eridanus 750 pax, 3 Macam Dessert, Make Up & Touch Up Resepsi, Kebaya Akad dan Resepsi, Beskap/Jas Pengantin Akad dan Resepsi, Aksesoris Pengantin Akad/Resepsi, Make Up Hairdo/Jilbab Ibu Kedua Mempelai, Dua Set Kebaya Ibu Kedua Mempelai, Dua Set Beskap Bapak Kedua Mempelai, Kalung Melati Pengantin, Hand Bouquet,Rias 2 Pagar Ayu dan Pagar Bagus, Busana 2 Pagar Ayu dan Pagar Bagus,Rias dan Busana Keluarga 2, Pelaminan 12 Meter,Taman Pelaminan Artificial,Pergola Masuk Pengantin 3×3 1 Buah,Standing Flower Jalan 6 Buah,Karpet Jalan,Meja dan Kursi Penerima Tamu,Kotak Angpau 4 Buah,Photo Booth,Photo Gallery, Dekorasi Area Catering,Dekorasi Area VIP dan Area Pengantin,Janur 1 Buah,Buku Tamu,Meja Akad, Upacara Adat Mapag Pengantin, 1 Vocal,1 Keyboard,1 Bass,1 Violin, 1 Saxophone,Sound 3000 watt, MC Akad dan Resepsi, Dokumentasi Akad dan Resepsi, 1 Album Magazine Style 8Rp (20×30),1 Box Album Costum,1 DVD Video Liputan Acara & Editing,1 Pembesaran 16Rp Termasuk Frame Laminasi,All Photo Dalam DVD, Mobil Pengantin Tipe Mercedes Bens","Jl. Bentul VI No.4 B, Jagir, Kec. Wonokromo, Jawa Timur 60254",Surabaya,-7.305463,112.744696
Mazarzo Wedding,Paket Doppio 3,IDR 122.500.000,"Catering Eridanus 1000 pax, 5 Macam Dessert, Make Up & Touch Up Resepsi, Kebaya Akad dan Resepsi, Beskap/Jas Pengantin Akad dan Resepsi, Aksesoris Pengantin Akad/Resepsi, Make Up Hairdo/Jilbab Ibu Kedua Mempelai, Dua Set Kebaya Ibu Kedua Mempelai, Dua Set Beskap Bapak Kedua Mempelai, Kalung Melati Pengantin, Hand Bouquet,Rias 2 Pagar Ayu dan Pagar Bagus, Busana 2 Pagar Ayu dan Pagar Bagus,Rias dan Busana Keluarga 3, Pelaminan 12 Meter,Taman Pelaminan Artificial,Pergola Masuk Pengantin 3×3 1 Buah,Standing Flower Jalan 6 Buah,Karpet Jalan,Meja dan Kursi Penerima Tamu,Kotak Angpau 4 Buah,Photo Booth,Photo Gallery, Dekorasi Area Catering,Dekorasi Area VIP dan Area Pengantin,Janur 1 Buah,Buku Tamu,Meja Akad, Upacara Adat Mapag Pengantin, 1 Vocal,1 Keyboard,1 Bass,1 Violin, 1 Saxophone,Sound 3000 watt, MC Akad dan Resepsi, Dokumentasi Akad dan Resepsi, 1 Album Magazine Style 8Rp (20×30),1 Box Album Costum,1 DVD Video Liputan Acara & Editing,1 Pembesaran 16Rp Termasuk Frame Laminasi,All Photo Dalam DVD, Mobil Pengantin Tipe Mercedes Bens","Jl. Bentul VI No.4 B, Jagir, Kec. Wonokromo, Jawa Timur 60255",Surabaya,-7.305463,112.744696
Maharani Wedding,Paket Melati,IDR 22.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Dekorasi Pelaminan sesuai lokasi, Taman depan kwade, Pregolan, Perlengkapan TemuManten, Janur kembang mayang 2 , Pundi uang 2 unit, Buku tamu dan Bolpoin 2, Dokumentasi Photo cetak 2 roll, Photo cetak 1 ukuran 10R","Perum, Nirwana Asri Blok K / 02, Kemasan, Kec. Krian, Kabupaten Sidoarjo, Jawa Timur 61262",Sidoarjo,-7.406624,112.594703
Maharani Wedding,Paket Mawar,IDR 25.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Dekorasi Pelaminan sesuai lokasi, Taman depan kwade, Pregolan, Perlengkapan TemuManten, Janur kembang mayang 2 , Pundi uang 2 unit, Buku tamu dan Bolpoin 2, Dokumentasi Photo cetak 1 ukuran 10R, Photo cetak 100 sheet 4R, Album Magnetik 1 buah, MC Temu manten","Perum, Nirwana Asri Blok K / 02, Kemasan, Kec. Krian, Kabupaten Sidoarjo, Jawa Timur 61263",Sidoarjo,-7.406624,112.594703
Maharani Wedding,Paket Anggrek,IDR 30.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias dan Busana Keluarga 2 orang, Dekorasi Pelaminan sesuai lokasi, Taman depan kwade, Pregolan, Perlengkapan TemuManten, Janur kembang mayang 2 , Pundi uang 2 unit, Buku tamu dan Bolpoin 2, Tenda VIP 3 sheet, Kursi + Cover 100 buah, Meja + Cover 10 buah, Sound System lengkap, Karpet jalan, Dokumentasi Photo cetak 1 ukuran 10R, Photo cetak 100 sheet 4R, Album Magnetik 1 buah, MC Temu manten","Perum, Nirwana Asri Blok K / 02, Kemasan, Kec. Krian, Kabupaten Sidoarjo, Jawa Timur 61264",Sidoarjo,-7.406624,112.594703
Maharani Wedding,Paket Lili Gedung,IDR 40.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias dan Busana Keluarga 2 orang, Rias dan Busana Among tamu 4 orang, Dekorasi Pelaminan sesuai lokasi, Taman depan kwade, Pregolan dan penjorandalam 2 buah, Perlengkapan TemuManten, Janur kembang mayang 2 ( daun segar), Pundi uang 2 unit, Buku tamu dan Bolpoin 2, Tenda VIP 3 sheet, Kursi + Cover 100 buah, Meja + Cover 10 buah, Sound System lengkap, Karpet jalan, Dokumentasi Photo cetak 1 ukuran 10R, Photo cetak 100 sheet 4R, Album Magnetik 1 buah, MC Temu manten, Paket prewedding ","Perum, Nirwana Asri Blok K / 02, Kemasan, Kec. Krian, Kabupaten Sidoarjo, Jawa Timur 61265",Sidoarjo,-7.406624,112.594703
Syifarah Wedding,Paket Rumah Hemat 1,IDR 8.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias dan Busana Keluarga 2 orang, Dekorasi pelaminan 5m, foto digital 2 roll, 2 buku tamu + 2 spidol, Pundi uang 1 buah, tempat souvenir, hand bucket","Jl. Wonorejo I No.59, Wonorejo, Kec. Tegalsari, Kota SBY, Jawa Timur 60263",Surabaya,-7.267721,112.732415
Syifarah Wedding,Paket Rumah Hemat 2,IDR 10.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias dan Busana Keluarga 2 orang,Rias dan Busana Among tamu, Dekorasi pelaminan 7m, foto digital 2 roll, 2 buku tamu + 2 spidol, Pundi uang 1 buah, tempat souvenir, hand bucket","Jl. Wonorejo I No.59, Wonorejo, Kec. Tegalsari, Kota SBY, Jawa Timur 60264",Surabaya,-7.267721,112.732415
Syifarah Wedding,Paket Rumah Hemat 3,IDR 12.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias dan Busana Keluarga 2 orang,Rias dan Busana Among tamu, Dekorasi pelaminan 10m, foto digital 2 roll, 2 buku tamu + 2 spidol, Pundi uang 2 buah, tempat souvenir, hand bucket","Jl. Wonorejo I No.59, Wonorejo, Kec. Tegalsari, Kota SBY, Jawa Timur 60265",Surabaya,-7.267721,112.732415
Syifarah Wedding,Paket Aula Hemat 1,IDR 15.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias dan Busana Keluarga 2 orang,Rias dan Busana Among tamu, Dekorasi pelaminan 10m,Taman, Bunga Jalan, Pergola, Penjor, Janur pintu masuk, foto digital 2 roll, 2 buku tamu + 2 spidol, Pundi uang 2 buah, tempat souvenir, hand bucket","Jl. Wonorejo I No.59, Wonorejo, Kec. Tegalsari, Kota SBY, Jawa Timur 60266",Surabaya,-7.267721,112.732415
Syifarah Wedding,Paket Aula Hemat 2,IDR 20.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias dan Busana Keluarga 2 orang,Rias dan Busana Among tamu, Dekorasi pelaminan 12m,Taman, Bunga Jalan, Pergola, Penjor, Janur pintu masuk, Standing Flower 2, Karpet Jalan, foto digital 2 roll, Shooting Video (DVD), 2 buku tamu + 2 spidol, Pundi uang 2 buah, tempat souvenir, hand bucket","Jl. Wonorejo I No.59, Wonorejo, Kec. Tegalsari, Kota SBY, Jawa Timur 60267",Surabaya,-7.267721,112.732415
Syifarah Wedding,Paket Aula Hemat 3,IDR 25.000.000,"Rias dan Busana Pengantin wanita untuk akad dan temu manten, Rias dan Beskap pengantin Pria untuk akad dan temu manten, Rias dan kebaya Pengantin untuk resepsi 2 pasang, Rias dan busana Ibu Hajat dan Ibu Besan, Rias dan Beskap untuk Bapak Hajat dan Bapak Besan,Rias dan Busana Kembang Mayang 4 Orang, Rias dan Busana Penjaga Buku Tamu, Rias dan Busana Keluarga 2 orang,Rias dan Busana Among tamu, Dekorasi pelaminan 15m,Taman, Bunga Jalan, Pergola, Penjor, Janur pintu masuk, Standing Flower 2, Karpet Jalan, foto digital 4 roll, Shooting Video (DVD), 2 buku tamu + 2 spidol, Pundi uang 2 buah, tempat souvenir 2 Buah, hand bucket","Jl. Wonorejo I No.59, Wonorejo, Kec. Tegalsari, Kota SBY, Jawa Timur 60268",Surabaya,-7.267721,112.732415
Mitra Wedding,Paket Wedding A,IDR 35.000.000,"Catering porsi 300 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 1 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 50 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174",Gresik,-7.250316,112.566754
Mitra Wedding,Paket Wedding B,IDR 38.000.000,"Catering porsi 450 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 1 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 50 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61175",Gresik,-7.250316,112.566754
Mitra Wedding,Paket Wedding C,IDR 41.000.000,"Catering porsi 600 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Rias dan busana keluarga 2 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 1 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 80 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61176",Gresik,-7.250316,112.566754
Mitra Wedding,Paket Wedding D,IDR 44.000.000,"Catering porsi 700 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Rias dan busana keluarga 4 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 2 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 80 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61177",Gresik,-7.250316,112.566754
Mitra Wedding,Paket Wedding E,IDR 47.000.000,"Catering porsi 800 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Rias dan busana keluarga 4 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 2 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 80 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61178",Gresik,-7.250316,112.566754
Mitra Wedding,Paket Wedding F,IDR 50.000.000,"Catering porsi 900 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Rias dan busana keluarga 4 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 2 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 80 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61179",Gresik,-7.250316,112.566754
Mitra Wedding,Paket Wedding G,IDR 53.000.000,"Catering porsi 900 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Rias dan busana keluarga 4 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 2 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 80 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61180",Gresik,-7.250316,112.566754
Mitra Wedding,Paket Wedding H,IDR 56.000.000,"Catering porsi 1000 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Rias dan busana keluarga 4 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 2 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 80 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61181",Gresik,-7.250316,112.566754
Mitra Wedding,Paket Wedding I,IDR 60.000.000,"Catering porsi 1000 Orang, Dekorasi Catering (Es carving 2 huruf + es tray, Janur + umbul-umbul jalan,Pergola jalan,Standing flower 4 buah,Bunga dimeja penerima tamu, Busana dan rias akad, resepsi Pengantin 2 kali ganti,Pendamping orang tua 2 pasang, Pengapit / pasundan 4 orang,Penerima tamu 4 orang,Pagar ayu + pagar bagus 6 orang, Rias dan busana keluarga 4 orang, Pelaminan adat / modifikasi,Panggung + karpet jalan,Taman Miniatur, Bunga Pelaminan, Foto 2 album ekslusif ( digital ), Video shuting 2 x acara ditempat yang sama, buku tamu + spidol, 
buku tamu + spidol, Meja penerima tamu 2 buah, Kotak ampaou 2 buah, Mc untuk acara resepsi, Buffe keluarga pengantin 80 porsi, Cd liputan 1 keping, Video transfer ke DVD,  Foto studio mini di tempat acara","Jl. Raya Boboh No.236, Boboh, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61182",Gresik,-7.250316,112.566754
Citra Wedding,Paket Gedung Tulip ,IDR 74.000.000,"Buffet Utama Lezat 600 Porsi, 50 porsi VIP, Rias Cantik, Busana Mewah dan Aksesoris Indah untuk akad, resepsi mempelai pria dan wanita, Rias Busana Resepsi Untuk 4 Orang Tua, Rias Busana Untuk 8 Orang Among Tamu, Rias Busana Untuk 4 Orang Penerima Tamu, Hand Bouquet, Pelaminan Mewah Dan Indah Sampai Dengan 10 Meter, Kursi Pelaminan Nan Mewah,  Meja Dan Kursi Akad Yang di Dekor, 3 Vas Bunga Romantis Di Pelaminan, Taman Depan Pelaminan Nan Indah, Red Carpet, Dekorasi Photobooth Dengan Bunga-Bunga Yang Cantik,  Dekorasi Meja Buffet Mewah Standar Hotel Bintang Lima Dengan Bunga Nan Cantik, Dekorasi Meja Desert Dengan Bunga Nan Cantik, 2 Initial Huruf  pengantin, Dekorasi Untuk Organ Tunggal, 6  Standing Flower Dengan Bunga Hidup Nan Cantik, Pagar Dan Gate VIP Menjaga Privacy Keluarga Terdekat, Round Table Untuk VIP Dengan Standar Hotel Bintang Lima, Dekorasi Meja Buffet Mewah Dan Waiternya Untuk Di VIP Area, Pergola Di Pintu Masuk Utama, Pergola Dipintu Masuk VIP, 2 Kotak Tempat Souvenir, Colour Lighting, 2 Standing Foto Ukuran Besar, Gazebo Utama Di Pintu Masuk Ukuran 2,5M x 2,5M, Gazebo Buffet Ukuran 2M x 2M, 2 Meja Gallery Untuk Bingkai Foto, Bingkai-Bingkai Foto, 2 Meja Tamu, 2 Buah Kotak Angpau, Dokumentasi, Foto dan Video Shooting, 1 Album Kolase Eksklusif Uk. 20 X 30 10 Sheet (20 Hal), 1 Cetak Foto + Frame Uk. 40 X 50, 1 Box Exclusive Tempat Album, Mini Studio, 1 Flasdisk Isi File Foto & Video
g. Video Klip 1 Menit Untuk di Upload ke Sosial Media. Perlengkapan, 500 pcs Souvenir Utk Tamu, Lucu dan Kekinian, 2 Janur Yang Romantis + 2 Papan Nama Mempelai, 4 Buku Tamu Dengan Cover Mewah, MC, Keyboard + Keyboardis,Singer/Penyanyi,Sound System + Mic Untuk Akad Dan Resepsi,Soundman, Pengambilan Makanan Dilayani Oleh Waiter,  Dipinjamkan 1 Unit Thermo Gun, Free Hand Sanitizer, Stiker Warna Penanda Per Sesi Jam Acara, Bonus, Undangan Online/Website, Rundown Acara, Makanan Setelah Akad (Nasi Bakar/Snack Box/Lontong Sayur 75 Porsi), 15 Nasi Box Untuk Orang Kebersihan dan Keamanan Gedung,Uang Tip Untuk Orang Kebersihan dan Keamanan Gedung, Karpet Jalan Gold
","Moropelang, Babat, Lamongan Regency, East Java 62271",Lamongan,-7.096142,112.247215
Citra Wedding,Paket Gedung Sakura,IDR 76.000.000,"Buffet Utama Lezat 700 Porsi, 100 porsi VIP, Rias Cantik, Busana Mewah dan Aksesoris Indah untuk akad, resepsi mempelai pria dan wanita, Rias Busana Resepsi Untuk 4 Orang Tua, Rias Busana Untuk 8 Orang Among Tamu, Rias Busana Untuk 4 Orang Penerima Tamu, Hand Bouquet, Pelaminan Mewah Dan Indah Sampai Dengan 10 Meter, Kursi Pelaminan Nan Mewah,  Meja Dan Kursi Akad Yang di Dekor, 3 Vas Bunga Romantis Di Pelaminan, Taman Depan Pelaminan Nan Indah, Red Carpet, Dekorasi Photobooth Dengan Bunga-Bunga Yang Cantik,  Dekorasi Meja Buffet Mewah Standar Hotel Bintang Lima Dengan Bunga Nan Cantik, Dekorasi Meja Desert Dengan Bunga Nan Cantik, 2 Initial Huruf  pengantin, Dekorasi Untuk Organ Tunggal, 6  Standing Flower Dengan Bunga Hidup Nan Cantik, Pagar Dan Gate VIP Menjaga Privacy Keluarga Terdekat, Round Table Untuk VIP Dengan Standar Hotel Bintang Lima, Dekorasi Meja Buffet Mewah Dan Waiternya Untuk Di VIP Area, Pergola Di Pintu Masuk Utama, Pergola Dipintu Masuk VIP, 2 Kotak Tempat Souvenir, Colour Lighting, 2 Standing Foto Ukuran Besar, Gazebo Utama Di Pintu Masuk Ukuran 2,5M x 2,5M, Gazebo Buffet Ukuran 2M x 2M, 2 Meja Gallery Untuk Bingkai Foto, Bingkai-Bingkai Foto, 2 Meja Tamu, 2 Buah Kotak Angpau, Dokumentasi, Foto dan Video Shooting, 1 Album Kolase Eksklusif Uk. 20 X 30 10 Sheet (20 Hal), 1 Cetak Foto + Frame Uk. 40 X 50, 1 Box Exclusive Tempat Album, Mini Studio, 1 Flasdisk Isi File Foto & Video
g. Video Klip 1 Menit Untuk di Upload ke Sosial Media. Perlengkapan, 500 pcs Souvenir Utk Tamu, Lucu dan Kekinian, 2 Janur Yang Romantis + 2 Papan Nama Mempelai, 4 Buku Tamu Dengan Cover Mewah, MC, Keyboard + Keyboardis,Singer/Penyanyi,Sound System + Mic Untuk Akad Dan Resepsi,Soundman, Pengambilan Makanan Dilayani Oleh Waiter,  Dipinjamkan 1 Unit Thermo Gun, Free Hand Sanitizer, Stiker Warna Penanda Per Sesi Jam Acara, Bonus, Undangan Online/Website, Rundown Acara, Makanan Setelah Akad (Nasi Bakar/Snack Box/Lontong Sayur 75 Porsi), 15 Nasi Box Untuk Orang Kebersihan dan Keamanan Gedung,Uang Tip Untuk Orang Kebersihan dan Keamanan Gedung, Karpet Jalan Gold
","Moropelang, Babat, Lamongan Regency, East Java 62272",Lamongan,-7.096142,112.247215
